"","INSTNM","CITY","INSTURL","Ranking","ADM_RATE","CONTROL","HIGHDEG","FAMINC"
"5584","Texas A&M University-Texarkana","Texarkana","www.tamut.edu","> 230","0.5599","Public","Graduate degree","39895.328984"
"5585","Texas Barber College","Houston","www.txbarber.edu","> 230","NULL","Private for-profit","Certificate degree","15915.067237"
"5586","Texas Beauty College","Haltom city","texasbeautyinfo.com/","> 230","NULL","Private for-profit","Certificate degree","15737.785714"
"5587","Texas Chiropractic College Foundation Inc","Pasadena","www.txchiro.edu","> 230","NULL","Private nonprofit","Graduate degree","NULL"
"5588","Texas Christian University","Fort Worth","www.tcu.edu/","80","0.3758","Private nonprofit","Graduate degree","109988.24839"
"5589","Texas College","Tyler","www.texascollege.edu","> 230","NULL","Private nonprofit","Bachelor's degree","26461.874862"
"5590","Texas College of Cosmetology-Abilene","Abilene","www.texascollegecosmetology.com","> 230","NULL","Private for-profit","Certificate degree","19111.910448"
"5591","Texas College of Cosmetology-Lubbock","Lubbock","www.texascollegecosmetology.com","> 230","NULL","Private for-profit","Certificate degree","19111.910448"
"5592","Texas College of Cosmetology-San Angelo","San Angelo","www.texascollegecosmetology.com","> 230","NULL","Private for-profit","Certificate degree","19111.910448"
"5593","Texas County Technical College","Houston","www.texascountytech.edu","> 230","0.7143","Private nonprofit","Associate degree","34078.04"
"5594","Texas Health and Science University","Austin","https://www.thsu.edu","> 230","NULL","Private for-profit","Graduate degree","54605.7"
"5595","Texas Health School","Houston","ths.edu","> 230","NULL","Private for-profit","Certificate degree","26069.670455"
"5596","Texas Lutheran University","Seguin","www.tlu.edu","> 230","0.4261","Private nonprofit","Graduate degree","74734.477401"
"5597","Texas Southern University","Houston","www.tsu.edu","> 230","0.5149","Public","Graduate degree","31007.671831"
"5598","Texas Southmost College","Brownsville","www.tsc.edu","> 230","NULL","Public","Associate degree","23687.024521"
"5599","Texas State Technical College","Waco","www.tstc.edu","> 230","NULL","Public","Associate degree","32867.559834"
"5600","Texas State University","San Marcos","www.txstate.edu","> 230","0.7113","Public","Graduate degree","61131.097512"
"5601","Texas Tech University","Lubbock","www.ttu.edu","187","0.626","Public","Graduate degree","72431.106815"
"5602","Texas Tech University Health Sciences Center","Lubbock","www.ttuhsc.edu","> 230","NULL","Public","Graduate degree","60173.98906"
"5603","Texas Wesleyan University","Fort Worth","www.txwes.edu","> 230","0.4116","Private nonprofit","Graduate degree","40082.836879"
"5604","Texas Woman's University","Denton","www.twu.edu","> 230","0.8588","Public","Graduate degree","45407.034319"
"5605","Textures Institute of Cosmetology","Indianapolis","texturesinstitute.org","> 230","NULL","Private for-profit","Certificate degree","14345.95"
"5606","Thaddeus Stevens College of Technology","Lancaster","www.stevenscollege.edu","> 230","0.5753","Public","Associate degree","51564.174972"
"5607","Thanh Le College School of Cosmetology","Garden Grove","WWW.thanhlecollege.com","> 230","NULL","Private for-profit","Certificate degree","14224.557377"
"5608","The  Beauty Institute","Allentown","www.thebeautyinstituteskp.edu","> 230","NULL","Private for-profit","Certificate degree","18836.197368"
"5609","The Academy of Hair Design Six","Hattiesburg","www.academyofhair.com","> 230","NULL","Private for-profit","Certificate degree","18880.268293"
"5610","The Academy of Radio and TV Broadcasting","Huntington Beach","WWW.ARBRADIO.COM","> 230","NULL","Private for-profit","Certificate degree","13351.820513"
"5611","The Ailey School","New York","www.theaileyschool.edu","> 230","0.2927","Private nonprofit","Certificate degree","54076.842105"
"5612","The Art Institute of Atlanta","Atlanta","www.artinstitutes.edu/atlanta","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5613","The Art Institute of Austin","Austin","www.artinstitutes.edu/austin/","> 230","NULL","Private for-profit","Bachelor's degree","35449.893929"
"5614","The Art Institute of Charleston","Charleston","www.artinstitutes.edu/charleston","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5615","The Art Institute of Charlotte","Charlotte","www.artinstitutes.edu/charlotte","> 230","NULL","Private for-profit","Bachelor's degree","29130.921239"
"5616","The Art Institute of Cincinnati-AIC College of Design","Cincinnati","www.aic-arts.edu","> 230","0.6923","Private for-profit","Bachelor's degree","54301.05"
"5617","The Art Institute of Colorado","Denver","www.artinstitutes.edu/denver/","> 230","NULL","Private for-profit","Bachelor's degree","42822.311453"
"5618","The Art Institute of Fort Lauderdale","Fort Lauderdale","www.artinstitutes.edu/fort-lauderdale","> 230","NULL","Private for-profit","Bachelor's degree","32607.701754"
"5619","The Art Institute of Houston","Houston","www.artinstitutes.edu/houston","> 230","NULL","Private for-profit","Bachelor's degree","35449.893929"
"5620","The Art Institute of Indianapolis","Indianapolis","www.artinstitutes.edu/indianapolis","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5621","The Art Institute of Las Vegas","Henderson","www.artinstitutes.edu/las-vegas","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5622","The Art Institute of Michigan","Novi","www.artinstitutes.edu/detroit/","> 230","NULL","Private for-profit","Bachelor's degree","32044.398096"
"5623","The Art Institute of New York City","New York","www.artinstitutes.edu/new-york","> 230","NULL","Private for-profit","Associate degree","17394.916667"
"5624","The Art Institute of Ohio-Cincinnati","Cincinnati","www.artinstitutes.edu/cincinnati","> 230","NULL","Private for-profit","Bachelor's degree","32044.398096"
"5625","The Art Institute of Philadelphia","Philadelphia","www.artinstitutes.edu/philadelphia/","> 230","NULL","Private for-profit","Bachelor's degree","35016.487852"
"5626","The Art Institute of Phoenix","Phoenix","www.artinstitutes.edu/phoenix/","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5627","The Art Institute of Pittsburgh","Pittsburgh","www.artinstitutes.edu/pittsburgh","> 230","NULL","Private for-profit","Bachelor's degree","24232.728741"
"5628","The Art Institute of Pittsburgh-Online Division","Pittsburgh","www.aionline.edu/","> 230","NULL","Private for-profit","Bachelor's degree","24232.728741"
"5629","The Art Institute of Portland","Portland","www.artinstitutes.edu/portland/","> 230","NULL","Private for-profit","Bachelor's degree","45757.177928"
"5630","The Art Institute of Raleigh-Durham","Durham","www.artinstitutes.edu/raleigh-durham","> 230","NULL","Private for-profit","Bachelor's degree","29130.921239"
"5631","The Art Institute of Salt Lake City","Draper","www.artinstitutes.edu/salt-lake-city","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5632","The Art Institute of San Antonio","San Antonio","www.artinstitutes.edu/san-antonio","> 230","NULL","Private for-profit","Bachelor's degree","35449.893929"
"5633","The Art Institute of Seattle","Seattle","www.artinstitutes.edu/seattle","> 230","NULL","Private for-profit","Bachelor's degree","42544.329149"
"5634","The Art Institute of St Louis","St Charles","www.artinstitutes.edu/st-louis","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5635","The Art Institute of Tennessee-Nashville","Nashville","www.artinstitutes.edu/nashville/","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5636","The Art Institute of Tucson","Tucson","www.artinstitutes.edu/tucson","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5637","The Art Institute of Virginia Beach","Virginia Beach","www.artinstitutes.edu/virginia-beach/","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5638","The Art Institute of Washington","Arlington","www.artinstitutes.edu/arlington","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5639","The Art Institute of Washington-Dulles","Sterling","www.artinstitutes.edu/washington-dulles","> 230","NULL","Private for-profit","Bachelor's degree","31804.231073"
"5640","The Art Institute of Wisconsin","Milwaukee","www.artinstitutes.edu/milwaukee","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5641","The Art Institutes International-Kansas City","Lenexa","www.artinstitutes.edu/kansas-city","> 230","NULL","Private for-profit","Bachelor's degree","25227.56328"
"5642","The Art Institutes International-Minnesota","Minneapolis","www.artinstitutes.edu/minneapolis","> 230","NULL","Private for-profit","Bachelor's degree","36231.883523"
"5643","The Art Institutes of York-PA","York","www.artinstitutes.edu/york","> 230","NULL","Private for-profit","Bachelor's degree","PrivacySuppressed"
"5644","The Artisan College of Cosmetology","Findlay","www.artisancollege.edu","> 230","NULL","Private for-profit","Certificate degree","28776.878049"
"5645","The Baptist College of Florida","Graceville","www.baptistcollege.edu","> 230","0.5868","Private nonprofit","Graduate degree","40663.182796"
"5646","The Barber School","Midvale","www.thebarberschool.com","> 230","NULL","Private for-profit","Certificate degree","33115.374194"
"5647","The Beauty Institute","West  Palm Beach","thebeautyinstitute.edu","> 230","NULL","Private for-profit","Certificate degree","12927.140625"
"5648","The Beauty Institute-Ambler","Ambler","ambler.thebeautyinstituteskp.edu/","> 230","NULL","Private for-profit","Certificate degree","28622.658427"
"5649","The Beauty School","Stroudsburg","www.thebeautyinstituteskp.edu","> 230","NULL","Private for-profit","Certificate degree","29394.933962"
"5650","The Beauty School","Mountain Home","thebeautyschoolmh.com","> 230","NULL","Private for-profit","Certificate degree","26469.25"
"5651","The Chicago School of Professional Psychology at Chicago","Chicago","www.thechicagoschool.edu","> 230","NULL","Private nonprofit","Graduate degree","31396.256158"
"5652","The Chicago School of Professional Psychology at Irvine","Irvine","www.thechicagoschool.edu","> 230","NULL","Private nonprofit","Graduate degree","31396.256158"
"5653","The Chicago School of Professional Psychology at Los Angeles","Los Angeles","www.thechicagoschool.edu/","> 230","0.4395","Private nonprofit","Graduate degree","31396.256158"
"5654","The Chicago School of Professional Psychology at Washington DC","Washington","www.thechicagoschool.edu","> 230","NULL","Private nonprofit","Graduate degree","31396.256158"
"5655","The Chicago School of Professional Psychology at Xavier University of Louisiana","New Orleans","www.thechicagoschool.edu/","> 230","NULL","Private nonprofit","Non-degree-granting","31396.256158"
"5656","The Christ College of Nursing and Health Sciences","Cincinnati","www.thechristcollege.edu","> 230","0.5667","Private nonprofit","Bachelor's degree","56772.465324"
"5657","The Chrysm Insitute of Esthetics","Virginia Beach","www.chrysm.org","> 230","NULL","Private for-profit","Certificate degree","33467.194444"
"5658","The Collective School Of Music","New York","thecollective.edu/","> 230","NULL","Private for-profit","Certificate degree","PrivacySuppressed"
"5659","The College of Health Care Professions-Austin","Austin","www.chcp.edu","> 230","NULL","Private for-profit","Associate degree","24041.462687"
"5660","The College of Health Care Professions-Dallas","Dallas","www.chcp.edu/","> 230","NULL","Private for-profit","Certificate degree","24041.462687"
"5661","The College of Health Care Professions-Fort Worth","Fort Worth","www.chcp.edu","> 230","NULL","Private for-profit","Associate degree","26931.291687"
"5662","The College of Health Care Professions-McAllen Campus","McAllen","www.chcp.edu/","> 230","NULL","Private for-profit","Non-degree-granting","26931.291687"
"5663","The College of Health Care Professions-Northwest","Houston","www.chcp.edu","> 230","NULL","Private for-profit","Associate degree","26931.291687"
"5664","The College of Health Care Professions-San Antonio","San Antonio","chcp.edu","> 230","NULL","Private for-profit","Associate degree","26931.291687"
"5665","The College of Health Care Professions-Southwest Houston","Houston","www.chcp.edu","> 230","NULL","Private for-profit","Certificate degree","26931.291687"
"5666","The College of Idaho","Caldwell","www.collegeofidaho.edu","> 230","0.8482","Private nonprofit","Graduate degree","76542.144044"
"5667","The College of New Jersey","Ewing","www.tcnj.edu","> 230","0.4886","Public","Graduate degree","113503.89178"
"5668","The College of New Rochelle","New Rochelle","www.cnr.edu","> 230","0.4373","Private nonprofit","Graduate degree","31778.801515"
"5669","The College of Saint Rose","Albany","www.strose.edu","> 230","0.8353","Private nonprofit","Graduate degree","67107.801109"
"5670","The College of Saint Scholastica","Duluth","www.css.edu","> 230","0.6371","Private nonprofit","Graduate degree","69686.367347"
"5671","The College of Westchester","White Plains","www.cw.edu","> 230","0.9393","Private for-profit","Bachelor's degree","27591.192171"
"5672","The College of Wooster","Wooster","www.wooster.edu","> 230","0.5816","Private nonprofit","Bachelor's degree","107064.69672"
"5673","The Creative Center","Omaha","www.creativecenter.edu","> 230","0.74","Private for-profit","Bachelor's degree","75433.076923"
